Time (hrs),Target Heat (J),Simulated Heat (J)
9534.5,-2.71844e+10,-2.72296e+10
9534.5,-2.7568e+10,-2.76099e+10
9546.5,-2.7568e+10,-2.76099e+10
9546.5,-2.79496e+10,-2.79895e+10
9558.5,-2.79496e+10,-2.79895e+10
9558.5,-2.8329e+10,-2.83644e+10
9570.6,-2.8329e+10,-2.83644e+10
9570.6,-2.87064e+10,-2.8737e+10
9582.6,-2.87064e+10,-2.8737e+10
9582.6,-2.90817e+10,-2.91094e+10
9594.6,-2.90817e+10,-2.91094e+10
9594.6,-2.94548e+10,-2.94776e+10
9606.6,-2.94548e+10,-2.94776e+10
9606.6,-2.98257e+10,-2.9844e+10
9618.6,-2.98257e+10,-2.9844e+10
9618.6,-3.01944e+10,-3.02086e+10
9630.6,-3.01944e+10,-3.02086e+10
9630.6,-3.05608e+10,-3.05716e+10
9642.6,-3.05608e+10,-3.05716e+10
9642.6,-3.0925e+10,-3.09309e+10
9654.6,-3.0925e+10,-3.09309e+10
9654.6,-3.1287e+10,-3.12867e+10
9666.6,-3.1287e+10,-3.12867e+10
9666.6,-3.16465e+10,-3.16411e+10
9678.6,-3.16465e+10,-3.16411e+10
9678.6,-3.20038e+10,-3.19942e+10
9690.6,-3.20038e+10,-3.19942e+10
9690.6,-3.23587e+10,-3.23418e+10
9702.6,-3.23587e+10,-3.23418e+10
9702.6,-3.27112e+10,-3.26902e+10
9714.6,-3.27112e+10,-3.26902e+10
9714.6,-3.30612e+10,-3.3033e+10
9726.7,-3.30612e+10,-3.3033e+10
9726.7,-3.34088e+10,-3.33767e+10
9738.7,-3.34088e+10,-3.33767e+10
9738.7,-3.3754e+10,-3.37146e+10
9750.7,-3.3754e+10,-3.37146e+10
9750.7,-3.40966e+10,-3.40511e+10
9762.7,-3.40966e+10,-3.40511e+10
9762.7,-3.44367e+10,-3.43838e+10
9774.7,-3.44367e+10,-3.43838e+10
9774.7,-3.47743e+10,-3.47147e+10
9786.7,-3.47743e+10,-3.47147e+10
9786.7,-3.51092e+10,-3.50439e+10
9798.7,-3.51092e+10,-3.50439e+10
9798.7,-3.54416e+10,-3.53688e+10
9810.7,-3.54416e+10,-3.53688e+10
9810.7,-3.57714e+10,-3.56915e+10
9822.7,-3.57714e+10,-3.56915e+10
9822.7,-3.60985e+10,-3.60118e+10
9834.7,-3.60985e+10,-3.60118e+10
9834.7,-3.64229e+10,-3.63295e+10
9846.7,-3.64229e+10,-3.63295e+10
9846.7,-3.67446e+10,-3.66443e+10
9858.7,-3.67446e+10,-3.66443e+10
9858.7,-3.70637e+10,-3.69536e+10
9870.8,-3.70637e+10,-3.69536e+10
9870.8,-3.73799e+10,-3.72642e+10
9882.8,-3.73799e+10,-3.72642e+10
9882.8,-3.76934e+10,-3.75687e+10
9894.8,-3.76934e+10,-3.75687e+10
9894.8,-3.80041e+10,-3.78716e+10
9906.8,-3.80041e+10,-3.78716e+10
9906.8,-3.8312e+10,-3.81725e+10
9918.8,-3.8312e+10,-3.81725e+10
9918.8,-3.8617e+10,-3.84688e+10
9930.8,-3.8617e+10,-3.84688e+10
9930.8,-3.89192e+10,-3.87625e+10
9942.8,-3.89192e+10,-3.87625e+10
9942.8,-3.92185e+10,-3.90533e+10
9954.8,-3.92185e+10,-3.90533e+10
9954.8,-3.95149e+10,-3.93409e+10
9966.8,-3.95149e+10,-3.93409e+10
9966.8,-3.98084e+10,-3.9625e+10
9978.8,-3.98084e+10,-3.9625e+10
9978.8,-4.00989e+10,-3.99076e+10
9990.8,-4.00989e+10,-3.99076e+10
9990.8,-4.03865e+10,-4.01861e+10
10002.8,-4.03865e+10,-4.01861e+10
10002.8,-4.0671e+10,-4.04625e+10
10014.9,-4.0671e+10,-4.04625e+10
10014.9,-4.09526e+10,-4.07367e+10
10026.9,-4.09526e+10,-4.07367e+10
10026.9,-4.12311e+10,-4.10056e+10
10038.9,-4.12311e+10,-4.10056e+10
10038.9,-4.15066e+10,-4.12716e+10
10050.9,-4.15066e+10,-4.12716e+10
10050.9,-4.1779e+10,-4.15369e+10
10062.9,-4.1779e+10,-4.15369e+10
10062.9,-4.20482e+10,-4.1796e+10
10074.9,-4.20482e+10,-4.1796e+10
10074.9,-4.23144e+10,-4.20539e+10
10086.9,-4.23144e+10,-4.20539e+10
10086.9,-4.25775e+10,-4.23076e+10
10098.9,-4.25775e+10,-4.23076e+10
10098.9,-4.28373e+10,-4.25596e+10
10110.9,-4.28373e+10,-4.25596e+10
10110.9,-4.30941e+10,-4.28069e+10
10122.9,-4.30941e+10,-4.28069e+10
10122.9,-4.33476e+10,-4.30519e+10
10134.9,-4.33476e+10,-4.30519e+10
10134.9,-4.35979e+10,-4.32943e+10
10146.9,-4.35979e+10,-4.32943e+10
10146.9,-4.3845e+10,-4.35313e+10
10159.0,-4.3845e+10,-4.35313e+10
10159.0,-4.40888e+10,-4.37652e+10
10171.0,-4.40888e+10,-4.37652e+10
10171.0,-4.43294e+10,-4.39987e+10
10183.0,-4.43294e+10,-4.39987e+10
10183.0,-4.45666e+10,-4.4226e+10
10195.0,-4.45666e+10,-4.4226e+10
10195.0,-4.48006e+10,-4.44524e+10
10207.0,-4.48006e+10,-4.44524e+10
10207.0,-4.50313e+10,-4.4675e+10
10219.0,-4.50313e+10,-4.4675e+10
10219.0,-4.52586e+10,-4.48936e+10
10231.0,-4.52586e+10,-4.48936e+10
10231.0,-4.54826e+10,-4.51079e+10
10243.0,-4.54826e+10,-4.51079e+10
10243.0,-4.57032e+10,-4.53208e+10
10255.0,-4.57032e+10,-4.53208e+10
10255.0,-4.59204e+10,-4.55291e+10
10267.0,-4.59204e+10,-4.55291e+10
10267.0,-4.61342e+10,-4.57356e+10
10279.0,-4.61342e+10,-4.57356e+10
10279.0,-4.63446e+10,-4.59372e+10
10291.0,-4.63446e+10,-4.59372e+10
10291.0,-4.65516e+10,-4.61368e+10
10303.1,-4.65516e+10,-4.61368e+10
10303.1,-4.67551e+10,-4.63312e+10
10315.1,-4.67551e+10,-4.63312e+10
10315.1,-4.69551e+10,-4.65233e+10
10327.1,-4.69551e+10,-4.65233e+10
10327.1,-4.71517e+10,-4.6713e+10
10339.1,-4.71517e+10,-4.6713e+10
10339.1,-4.73448e+10,-4.68972e+10
10351.1,-4.73448e+10,-4.68972e+10
10351.1,-4.75343e+10,-4.70819e+10
10363.1,-4.75343e+10,-4.70819e+10
10363.1,-4.77204e+10,-4.72577e+10
10375.1,-4.77204e+10,-4.72577e+10
10375.1,-4.79029e+10,-4.74339e+10
10387.1,-4.79029e+10,-4.74339e+10
10387.1,-4.80819e+10,-4.76041e+10
10399.1,-4.80819e+10,-4.76041e+10
10399.1,-4.82573e+10,-4.77746e+10
10411.1,-4.82573e+10,-4.77746e+10
10411.1,-4.84291e+10,-4.79389e+10
10423.1,-4.84291e+10,-4.79389e+10
10423.1,-4.85973e+10,-4.81002e+10
10435.1,-4.85973e+10,-4.81002e+10
10435.1,-4.8762e+10,-4.82585e+10
10447.2,-4.8762e+10,-4.82585e+10
10447.2,-4.8923e+10,-4.84103e+10
10459.2,-4.8923e+10,-4.84103e+10
10459.2,-4.90804e+10,-4.85622e+10
10471.2,-4.90804e+10,-4.85622e+10
10471.2,-4.92342e+10,-4.87076e+10
10483.2,-4.92342e+10,-4.87076e+10
10483.2,-4.93843e+10,-4.8853e+10
10495.2,-4.93843e+10,-4.8853e+10
10495.2,-4.95308e+10,-4.89918e+10
10507.2,-4.95308e+10,-4.89918e+10
10507.2,-4.96736e+10,-4.91307e+10
10519.2,-4.96736e+10,-4.91307e+10
10519.2,-4.98127e+10,-4.92628e+10
10531.2,-4.98127e+10,-4.92628e+10
10531.2,-4.99481e+10,-4.93915e+10
10543.2,-4.99481e+10,-4.93915e+10
10543.2,-5.00798e+10,-4.95168e+10
10555.2,-5.00798e+10,-4.95168e+10
10555.2,-5.02078e+10,-4.96386e+10
10567.2,-5.02078e+10,-4.96386e+10
10567.2,-5.03321e+10,-4.97571e+10
10579.2,-5.03321e+10,-4.97571e+10
10579.2,-5.04527e+10,-4.9872e+10
10591.2,-5.04527e+10,-4.9872e+10
10591.2,-5.05695e+10,-4.99835e+10
10603.3,-5.05695e+10,-4.99835e+10
10603.3,-5.06826e+10,-5.00915e+10
10615.3,-5.06826e+10,-5.00915e+10
10615.3,-5.07919e+10,-5.0196e+10
10627.3,-5.07919e+10,-5.0196e+10
10627.3,-5.08975e+10,-5.02971e+10
10639.3,-5.08975e+10,-5.02971e+10
10639.3,-5.09993e+10,-5.03912e+10
10651.3,-5.09993e+10,-5.03912e+10
10651.3,-5.10973e+10,-5.04852e+10
10663.3,-5.10973e+10,-5.04852e+10
10663.3,-5.11915e+10,-5.05758e+10
10675.3,-5.11915e+10,-5.05758e+10
10675.3,-5.1282e+10,-5.06594e+10
10687.3,-5.1282e+10,-5.06594e+10
10687.3,-5.13686e+10,-5.07431e+10
10699.3,-5.13686e+10,-5.07431e+10
10699.3,-5.14514e+10,-5.08197e+10
10711.3,-5.14514e+10,-5.08197e+10
10711.3,-5.15305e+10,-5.08965e+10
10723.3,-5.15305e+10,-5.08965e+10
10723.3,-5.16057e+10,-5.09662e+10
10735.3,-5.16057e+10,-5.09662e+10
10735.3,-5.1677e+10,-5.10325e+10
10747.4,-5.1677e+10,-5.10325e+10
10747.4,-5.17446e+10,-5.10954e+10
10759.4,-5.17446e+10,-5.10954e+10
10759.4,-5.18083e+10,-5.11548e+10
10771.4,-5.18083e+10,-5.11548e+10
10771.4,-5.18682e+10,-5.12109e+10
10783.4,-5.18682e+10,-5.12109e+10
10783.4,-5.19242e+10,-5.12636e+10
10795.4,-5.19242e+10,-5.12636e+10
10795.4,-5.19764e+10,-5.13129e+10
10807.4,-5.19764e+10,-5.13129e+10
10807.4,-5.20248e+10,-5.1359e+10
10819.4,-5.20248e+10,-5.1359e+10
10819.4,-5.20692e+10,-5.1398e+10
10831.4,-5.20692e+10,-5.1398e+10
10831.4,-5.21099e+10,-5.14375e+10
10843.4,-5.21099e+10,-5.14375e+10
10843.4,-5.21466e+10,-5.14699e+10
10855.4,-5.21466e+10,-5.14699e+10
10855.4,-5.21796e+10,-5.14991e+10
10867.4,-5.21796e+10,-5.14991e+10
10867.4,-5.22086e+10,-5.15251e+10
10879.4,-5.22086e+10,-5.15251e+10
10879.4,-5.22338e+10,-5.15478e+10
10891.5,-5.22338e+10,-5.15478e+10
10891.5,-5.22551e+10,-5.15674e+10
10903.5,-5.22551e+10,-5.15674e+10
10903.5,-5.22725e+10,-5.15801e+10
10915.5,-5.22725e+10,-5.15801e+10
10915.5,-5.22861e+10,-5.15934e+10
10927.5,-5.22861e+10,-5.15934e+10
10927.5,-5.22957e+10,-5.15999e+10
10939.5,-5.22957e+10,-5.15999e+10
10939.5,-5.23016e+10,-5.16032e+10
10951.5,-5.23016e+10,-5.16032e+10
10951.5,-5.23035e+10,-5.16035e+10
10963.5,-5.23035e+10,-5.16035e+10
10963.5,-5.23016e+10,-5.1597e+10
10975.5,-5.23016e+10,-5.1597e+10
10975.5,-5.22957e+10,-5.15913e+10
10987.5,-5.22957e+10,-5.15913e+10
10987.5,-5.22861e+10,-5.15787e+10
10999.5,-5.22861e+10,-5.15787e+10
10999.5,-5.22725e+10,-5.15633e+10
11011.5,-5.22725e+10,-5.15633e+10
11011.5,-5.22551e+10,-5.15449e+10
11023.5,-5.22551e+10,-5.15449e+10
11023.5,-5.22338e+10,-5.15197e+10
11035.6,-5.22338e+10,-5.15197e+10
11035.6,-5.22086e+10,-5.14957e+10
11047.6,-5.22086e+10,-5.14957e+10
11047.6,-5.21796e+10,-5.14649e+10
11059.6,-5.21796e+10,-5.14649e+10
11059.6,-5.21466e+10,-5.14273e+10
11071.6,-5.21466e+10,-5.14273e+10
11071.6,-5.21099e+10,-5.13909e+10
11083.6,-5.21099e+10,-5.13909e+10
11083.6,-5.20692e+10,-5.13478e+10
11095.6,-5.20692e+10,-5.13478e+10
11095.6,-5.20248e+10,-5.1302e+10
11107.6,-5.20248e+10,-5.1302e+10
11107.6,-5.19764e+10,-5.12536e+10
11119.6,-5.19764e+10,-5.12536e+10
11119.6,-5.19242e+10,-5.12025e+10
11131.6,-5.19242e+10,-5.12025e+10
11131.6,-5.18682e+10,-5.11448e+10
11143.6,-5.18682e+10,-5.11448e+10
11143.6,-5.18083e+10,-5.10845e+10
11155.6,-5.18083e+10,-5.10845e+10
11155.6,-5.17446e+10,-5.10177e+10
11167.6,-5.17446e+10,-5.10177e+10
11167.6,-5.1677e+10,-5.09523e+10
11179.7,-5.1677e+10,-5.09523e+10
11179.7,-5.16057e+10,-5.08805e+10
11191.7,-5.16057e+10,-5.08805e+10
11191.7,-5.15305e+10,-5.08021e+10
11203.7,-5.15305e+10,-5.08021e+10
11203.7,-5.14514e+10,-5.07253e+10
11215.7,-5.14514e+10,-5.07253e+10
11215.7,-5.13686e+10,-5.06421e+10
11227.7,-5.13686e+10,-5.06421e+10
11227.7,-5.1282e+10,-5.05524e+10
11239.7,-5.1282e+10,-5.05524e+10
11239.7,-5.11915e+10,-5.04645e+10
11251.7,-5.11915e+10,-5.04645e+10
11251.7,-5.10973e+10,-5.03701e+10
11263.7,-5.10973e+10,-5.03701e+10
11263.7,-5.09993e+10,-5.02694e+10
11275.7,-5.09993e+10,-5.02694e+10
11275.7,-5.08975e+10,-5.01705e+10
11287.7,-5.08975e+10,-5.01705e+10
11287.7,-5.07919e+10,-5.00653e+10
11299.7,-5.07919e+10,-5.00653e+10
11299.7,-5.06826e+10,-4.99537e+10
11311.7,-5.06826e+10,-4.99537e+10
11311.7,-5.05695e+10,-4.98442e+10
11323.8,-5.05695e+10,-4.98442e+10
11323.8,-5.04527e+10,-4.97242e+10
11335.8,-5.04527e+10,-4.97242e+10
11335.8,-5.03321e+10,-4.96062e+10
11347.8,-5.03321e+10,-4.96062e+10
11347.8,-5.02078e+10,-4.9482e+10
11359.8,-5.02078e+10,-4.9482e+10
11359.8,-5.00798e+10,-4.93558e+10
11371.8,-5.00798e+10,-4.93558e+10
11371.8,-4.99481e+10,-4.92233e+10
11383.8,-4.99481e+10,-4.92233e+10
11383.8,-4.98127e+10,-4.90889e+10
11395.8,-4.98127e+10,-4.90889e+10
11395.8,-4.96736e+10,-4.89525e+10
11407.8,-4.96736e+10,-4.89525e+10
11407.8,-4.95308e+10,-4.88099e+10
11419.8,-4.95308e+10,-4.88099e+10
11419.8,-4.93843e+10,-4.86655e+10
11431.8,-4.93843e+10,-4.86655e+10
11431.8,-4.92342e+10,-4.85149e+10
11443.8,-4.92342e+10,-4.85149e+10
11443.8,-4.90804e+10,-4.83625e+10
11455.8,-4.90804e+10,-4.83625e+10
11455.8,-4.8923e+10,-4.82083e+10
11467.8,-4.8923e+10,-4.82083e+10
11467.8,-4.8762e+10,-4.8048e+10
11479.9,-4.8762e+10,-4.8048e+10
11479.9,-4.85973e+10,-4.7886e+10
11491.9,-4.85973e+10,-4.7886e+10
11491.9,-4.84291e+10,-4.77179e+10
11503.9,-4.84291e+10,-4.77179e+10
11503.9,-4.82573e+10,-4.75482e+10
11515.9,-4.82573e+10,-4.75482e+10
11515.9,-4.80819e+10,-4.73724e+10
11527.9,-4.80819e+10,-4.73724e+10
11527.9,-4.79029e+10,-4.7195e+10
11539.9,-4.79029e+10,-4.7195e+10
11539.9,-4.77204e+10,-4.7016e+10
11551.9,-4.77204e+10,-4.7016e+10
11551.9,-4.75343e+10,-4.68311e+10
11563.9,-4.75343e+10,-4.68311e+10
11563.9,-4.73448e+10,-4.66445e+10
11575.9,-4.73448e+10,-4.66445e+10
11575.9,-4.71517e+10,-4.64522e+10
11587.9,-4.71517e+10,-4.64522e+10
11587.9,-4.69551e+10,-4.62582e+10
11599.9,-4.69551e+10,-4.62582e+10
11599.9,-4.67551e+10,-4.60628e+10
11611.9,-4.67551e+10,-4.60628e+10
11611.9,-4.65516e+10,-4.58615e+10
11624.0,-4.65516e+10,-4.58615e+10
11624.0,-4.63446e+10,-4.56545e+10
11636.0,-4.63446e+10,-4.56545e+10
11636.0,-4.61342e+10,-4.5446e+10
11648.0,-4.61342e+10,-4.5446e+10
11648.0,-4.59204e+10,-4.5236e+10
11660.0,-4.59204e+10,-4.5236e+10
11660.0,-4.57032e+10,-4.50204e+10
11672.0,-4.57032e+10,-4.50204e+10
11672.0,-4.54826e+10,-4.48034e+10
11684.0,-4.54826e+10,-4.48034e+10
11684.0,-4.52586e+10,-4.45806e+10
11696.0,-4.52586e+10,-4.45806e+10
11696.0,-4.50313e+10,-4.43566e+10
11708.0,-4.50313e+10,-4.43566e+10
11708.0,-4.48006e+10,-4.41312e+10
11720.0,-4.48006e+10,-4.41312e+10
11720.0,-4.45666e+10,-4.39002e+10
11732.0,-4.45666e+10,-4.39002e+10
11732.0,-4.43294e+10,-4.36635e+10
11744.0,-4.43294e+10,-4.36635e+10
11744.0,-4.40888e+10,-4.34265e+10
11756.0,-4.40888e+10,-4.34265e+10
11756.0,-4.3845e+10,-4.31856e+10
11768.1,-4.3845e+10,-4.31856e+10
11768.1,-4.35979e+10,-4.29418e+10
11780.1,-4.35979e+10,-4.29418e+10
11780.1,-4.33476e+10,-4.26946e+10
11792.1,-4.33476e+10,-4.26946e+10
11792.1,-4.30941e+10,-4.24445e+10
11804.1,-4.30941e+10,-4.24445e+10
11804.1,-4.28373e+10,-4.2191e+10
11816.1,-4.28373e+10,-4.2191e+10
11816.1,-4.25775e+10,-4.19347e+10
11828.1,-4.25775e+10,-4.19347e+10
11828.1,-4.23144e+10,-4.1675e+10
11840.1,-4.23144e+10,-4.1675e+10
11840.1,-4.20482e+10,-4.14121e+10
11852.1,-4.20482e+10,-4.14121e+10
11852.1,-4.1779e+10,-4.11463e+10
11864.1,-4.1779e+10,-4.11463e+10
11864.1,-4.15066e+10,-4.08778e+10
11876.1,-4.15066e+10,-4.08778e+10
11876.1,-4.12311e+10,-4.0606e+10
11888.1,-4.12311e+10,-4.0606e+10
11888.1,-4.09526e+10,-4.0331e+10
11900.1,-4.09526e+10,-4.0331e+10
11900.1,-4.0671e+10,-4.00532e+10
11912.2,-4.0671e+10,-4.00532e+10
11912.2,-4.03865e+10,-3.97727e+10
11924.2,-4.03865e+10,-3.97727e+10
11924.2,-4.00989e+10,-3.9489e+10
11936.2,-4.00989e+10,-3.9489e+10
11936.2,-3.98084e+10,-3.92021e+10
11948.2,-3.98084e+10,-3.92021e+10
11948.2,-3.95149e+10,-3.8913e+10
11960.2,-3.95149e+10,-3.8913e+10
11960.2,-3.92185e+10,-3.86204e+10
11972.2,-3.92185e+10,-3.86204e+10
11972.2,-3.89192e+10,-3.83255e+10
11984.2,-3.89192e+10,-3.83255e+10
11984.2,-3.8617e+10,-3.80271e+10
11996.2,-3.8617e+10,-3.80271e+10
11996.2,-3.8312e+10,-3.77265e+10
12008.2,-3.8312e+10,-3.77265e+10
12008.2,-3.80041e+10,-3.74228e+10
12020.2,-3.80041e+10,-3.74228e+10
12020.2,-3.76934e+10,-3.71165e+10
12032.2,-3.76934e+10,-3.71165e+10
12032.2,-3.73799e+10,-3.68072e+10
12044.2,-3.73799e+10,-3.68072e+10
12044.2,-3.70637e+10,-3.64953e+10
12056.3,-3.70637e+10,-3.64953e+10
12056.3,-3.67446e+10,-3.61809e+10
12068.3,-3.67446e+10,-3.61809e+10
12068.3,-3.64229e+10,-3.58639e+10
12080.3,-3.64229e+10,-3.58639e+10
12080.3,-3.60985e+10,-3.55439e+10
12092.3,-3.60985e+10,-3.55439e+10
12092.3,-3.57714e+10,-3.52214e+10
12104.3,-3.57714e+10,-3.52214e+10
12104.3,-3.54416e+10,-3.48964e+10
12116.3,-3.54416e+10,-3.48964e+10
12116.3,-3.51092e+10,-3.45684e+10
12128.3,-3.51092e+10,-3.45684e+10
12128.3,-3.47743e+10,-3.42384e+10
12140.3,-3.47743e+10,-3.42384e+10
12140.3,-3.44367e+10,-3.39055e+10
12152.3,-3.44367e+10,-3.39055e+10
12152.3,-3.40966e+10,-3.35702e+10
12164.3,-3.40966e+10,-3.35702e+10
12164.3,-3.3754e+10,-3.32324e+10
12176.3,-3.3754e+10,-3.32324e+10
12176.3,-3.34088e+10,-3.28922e+10
12188.3,-3.34088e+10,-3.28922e+10
12188.3,-3.30612e+10,-3.25495e+10
12200.4,-3.30612e+10,-3.25495e+10
12200.4,-3.27112e+10,-3.22049e+10
12212.4,-3.27112e+10,-3.22049e+10
12212.4,-3.23587e+10,-3.18574e+10
12224.4,-3.23587e+10,-3.18574e+10
12224.4,-3.20038e+10,-3.15076e+10
12236.4,-3.20038e+10,-3.15076e+10
12236.4,-3.16465e+10,-3.11554e+10
12248.4,-3.16465e+10,-3.11554e+10
12248.4,-3.1287e+10,-3.08008e+10
12260.4,-3.1287e+10,-3.08008e+10
12260.4,-3.0925e+10,-3.04443e+10
12272.4,-3.0925e+10,-3.04443e+10
12272.4,-3.05608e+10,-3.00855e+10
12284.4,-3.05608e+10,-3.00855e+10
12284.4,-3.01944e+10,-2.97244e+10
12296.4,-3.01944e+10,-2.97244e+10
12296.4,-2.98257e+10,-2.93609e+10
12308.4,-2.98257e+10,-2.93609e+10
12308.4,-2.94548e+10,-2.89956e+10
12320.4,-2.94548e+10,-2.89956e+10
12320.4,-2.90817e+10,-2.8628e+10
12332.4,-2.90817e+10,-2.8628e+10
12332.4,-2.87064e+10,-2.82581e+10
12344.4,-2.87064e+10,-2.82581e+10
12344.4,-2.8329e+10,-2.78863e+10
12356.5,-2.8329e+10,-2.78863e+10
12356.5,-2.79496e+10,-2.75123e+10
12368.5,-2.79496e+10,-2.75123e+10
12368.5,-2.7568e+10,-2.7136e+10
12380.5,-2.7568e+10,-2.7136e+10
12380.5,-2.71844e+10,-2.67584e+10
12392.5,-2.71844e+10,-2.67584e+10
12392.5,-2.67988e+10,-2.63781e+10
12404.5,-2.67988e+10,-2.63781e+10
12404.5,-2.64112e+10,-2.59965e+10
12416.5,-2.64112e+10,-2.59965e+10
12416.5,-2.60217e+10,-2.56127e+10
12428.5,-2.60217e+10,-2.56127e+10
12428.5,-2.56302e+10,-2.52271e+10
12440.5,-2.56302e+10,-2.52271e+10
12440.5,-2.52368e+10,-2.48392e+10
12452.5,-2.52368e+10,-2.48392e+10
12452.5,-2.48416e+10,-2.44501e+10
12464.5,-2.48416e+10,-2.44501e+10
12464.5,-2.44445e+10,-2.40589e+10
12476.5,-2.44445e+10,-2.40589e+10
12476.5,-2.40456e+10,-2.36659e+10
12488.5,-2.40456e+10,-2.36659e+10
12488.5,-2.3645e+10,-2.32711e+10
12500.6,-2.3645e+10,-2.32711e+10
12500.6,-2.32425e+10,-2.28747e+10
12512.6,-2.32425e+10,-2.28747e+10
12512.6,-2.28384e+10,-2.24766e+10
12524.6,-2.28384e+10,-2.24766e+10
12524.6,-2.24325e+10,-2.20768e+10
12536.6,-2.24325e+10,-2.20768e+10
12536.6,-2.2025e+10,-2.16753e+10
12548.6,-2.2025e+10,-2.16753e+10
12548.6,-2.16159e+10,-2.12721e+10
12560.6,-2.16159e+10,-2.12721e+10
12560.6,-2.12052e+10,-2.08672e+10
12572.6,-2.12052e+10,-2.08672e+10
12572.6,-2.07929e+10,-2.04612e+10
12584.6,-2.07929e+10,-2.04612e+10
12584.6,-2.0379e+10,-2.00535e+10
12596.6,-2.0379e+10,-2.00535e+10
12596.6,-1.99637e+10,-1.96446e+10
12608.6,-1.99637e+10,-1.96446e+10
12608.6,-1.95468e+10,-1.92336e+10
12620.6,-1.95468e+10,-1.92336e+10
12620.6,-1.91286e+10,-1.8822e+10
12632.6,-1.91286e+10,-1.8822e+10
12632.6,-1.87089e+10,-1.84082e+10
12644.7,-1.87089e+10,-1.84082e+10
12644.7,-1.82878e+10,-1.79937e+10
12656.7,-1.82878e+10,-1.79937e+10
12656.7,-1.78653e+10,-1.75776e+10
12668.7,-1.78653e+10,-1.75776e+10
12668.7,-1.74416e+10,-1.716e+10
12680.7,-1.74416e+10,-1.716e+10
12680.7,-1.70165e+10,-1.67412e+10
12692.7,-1.70165e+10,-1.67412e+10
12692.7,-1.65902e+10,-1.63212e+10
12704.7,-1.65902e+10,-1.63212e+10
12704.7,-1.61627e+10,-1.59002e+10
12716.7,-1.61627e+10,-1.59002e+10
12716.7,-1.57339e+10,-1.5478e+10
12728.7,-1.57339e+10,-1.5478e+10
12728.7,-1.5304e+10,-1.50542e+10
12740.7,-1.5304e+10,-1.50542e+10
12740.7,-1.4873e+10,-1.46298e+10
12752.7,-1.4873e+10,-1.46298e+10
12752.7,-1.44408e+10,-1.42044e+10
12764.7,-1.44408e+10,-1.42044e+10
12764.7,-1.40076e+10,-1.37773e+10
12776.7,-1.40076e+10,-1.37773e+10
12776.7,-1.35734e+10,-1.33497e+10
12788.8,-1.35734e+10,-1.33497e+10
12788.8,-1.31381e+10,-1.29209e+10
12800.8,-1.31381e+10,-1.29209e+10
12800.8,-1.27019e+10,-1.24916e+10
12812.8,-1.27019e+10,-1.24916e+10
12812.8,-1.22647e+10,-1.20607e+10
12824.8,-1.22647e+10,-1.20607e+10
12824.8,-1.18266e+10,-1.16293e+10
12836.8,-1.18266e+10,-1.16293e+10
12836.8,-1.13877e+10,-1.11968e+10
12848.8,-1.13877e+10,-1.11968e+10
12848.8,-1.09479e+10,-1.07637e+10
12860.8,-1.09479e+10,-1.07637e+10
12860.8,-1.05073e+10,-1.033e+10
12872.8,-1.05073e+10,-1.033e+10
12872.8,-1.00659e+10,-9.8948e+09
12884.8,-1.00659e+10,-9.8948e+09
12884.8,-9.62376e+09,-9.45951e+09
12896.8,-9.62376e+09,-9.45951e+09
12896.8,-9.18091e+09,-9.0232e+09
12908.8,-9.18091e+09,-9.0232e+09
12908.8,-8.73738e+09,-8.58634e+09
12920.8,-8.73738e+09,-8.58634e+09
12920.8,-8.29321e+09,-8.14892e+09
12932.9,-8.29321e+09,-8.14892e+09
12932.9,-7.84842e+09,-7.71096e+09
12944.9,-7.84842e+09,-7.71096e+09
12944.9,-7.40305e+09,-7.272e+09
12956.9,-7.40305e+09,-7.272e+09
12956.9,-6.95713e+09,-6.83296e+09
12968.9,-6.95713e+09,-6.83296e+09
12968.9,-6.5107e+09,-6.3934e+09
12980.9,-6.5107e+09,-6.3934e+09
12980.9,-6.06378e+09,-5.95331e+09
12992.9,-6.06378e+09,-5.95331e+09
12992.9,-5.61642e+09,-5.51226e+09
13004.9,-5.61642e+09,-5.51226e+09
13004.9,-5.16864e+09,-5.0716e+09
13016.9,-5.16864e+09,-5.0716e+09
13016.9,-4.72047e+09,-4.62999e+09
13028.9,-4.72047e+09,-4.62999e+09
13028.9,-4.27196e+09,-4.18821e+09
13040.9,-4.27196e+09,-4.18821e+09
13040.9,-3.82313e+09,-3.74617e+09
13052.9,-3.82313e+09,-3.74617e+09
13052.9,-3.37402e+09,-3.30384e+09
13064.9,-3.37402e+09,-3.30384e+09
13064.9,-2.92465e+09,-2.8613e+09
13077.0,-2.92465e+09,-2.8613e+09
13077.0,-2.47507e+09,-2.41865e+09
13089.0,-2.47507e+09,-2.41865e+09
13089.0,-2.02531e+09,-1.97593e+09
13101.0,-2.02531e+09,-1.97593e+09
13101.0,-1.5754e+09,-1.53333e+09
13113.0,-1.5754e+09,-1.53333e+09
13113.0,-1.12537e+09,-1.09121e+09
13125.0,-1.12537e+09,-1.09121e+09
13125.0,-6.75254e+08,-6.5044e+08
13137.0,-6.75254e+08,-6.5044e+08
13137.0,-2.2509e+08,-2.13858e+08
13149.0,-2.2509e+08,-2.13858e+08
13149.0,2.2509e+08,1.62284e+08
13161.0,2.2509e+08,1.62284e+08
13161.0,6.75254e+08,4.49806e+08
13173.0,6.75254e+08,4.49806e+08
13173.0,1.12537e+09,9.52062e+08
